airport_code,airport_name,state_name,avg_fare,inflation_adjusted_avg_fare,year,source_airport,routes,msa,per_capita_personal_income
MDW,Chicago Midway International,IL,265.036968128625,385.371340762299,2008,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",49533.0
MDW,Chicago Midway International,IL,244.358405620732,356.571896829004,2009,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",46053.0
MDW,Chicago Midway International,IL,248.508299897726,287.105901425465,2021,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",62810.0
ORD,Chicago O'Hare International,IL,328.700381016836,479.645126386621,2009,ORD,558,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",46053.0
MDW,Chicago Midway International,IL,310.712283234865,380.471436380028,2019,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",58788.0
MDW,Chicago Midway International,IL,305.626007536386,381.025295668884,2018,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",57069.0
MDW,Chicago Midway International,IL,279.81181070599,364.975627307134,2016,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",54133.0
MDW,Chicago Midway International,IL,279.926271683831,357.509578453728,2017,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",54360.0
MDW,Chicago Midway International,IL,298.736470055,407.333285338373,2012,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",49226.0
ORD,Chicago O'Hare International,IL,344.89083259997,422.32353709179,2019,ORD,558,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",58788.0
MDW,Chicago Midway International,IL,316.061732912219,424.734978832943,2013,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",49531.0
MDW,Chicago Midway International,IL,306.830407293694,405.266710766462,2015,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",54623.0
MDW,Chicago Midway International,IL,295.986537027666,411.935203232279,2011,MDW,139,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",46805.0
ORD,Chicago O'Hare International,IL,361.46171651957,525.575685961615,2008,ORD,558,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",49533.0
ORD,Chicago O'Hare International,IL,276.916533872478,334.956113155792,2020,ORD,558,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",60514.0
CVG,Cincinnati/Northern Kentucky International,OH,382.640876645504,499.101855760426,2016,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",53711.0
CVG,Cincinnati/Northern Kentucky International,OH,368.713866776547,394.41704787441,2022,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",60302.0
CVG,Cincinnati/Northern Kentucky International,OH,335.718804802374,428.765359042285,2017,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",54600.0
CVG,Cincinnati/Northern Kentucky International,OH,266.047422539608,321.8089195426,2020,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",60064.0
CVG,Cincinnati/Northern Kentucky International,OH,570.177383823393,829.054242613144,2008,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",46607.0
CVG,Cincinnati/Northern Kentucky International,OH,327.660031244271,401.224185390827,2019,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",56529.0
CVG,Cincinnati/Northern Kentucky International,OH,320.780544658832,399.918524142307,2018,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",55153.0
CVG,Cincinnati/Northern Kentucky International,OH,520.05936701015,698.874242710926,2013,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",49385.0
CVG,Cincinnati/Northern Kentucky International,OH,286.188992407993,330.639051802929,2021,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",62279.0
CVG,Cincinnati/Northern Kentucky International,OH,424.097986047124,608.86526191712,2010,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",46611.0
CVG,Cincinnati/Northern Kentucky International,OH,524.953658536585,715.785047412315,2012,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",49821.0
CVG,Cincinnati/Northern Kentucky International,OH,385.737123270188,562.874100329882,2009,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",45127.0
CVG,Cincinnati/Northern Kentucky International,OH,434.604396281861,574.032722895042,2015,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",53797.0
CVG,Cincinnati/Northern Kentucky International,OH,482.568281340475,671.607786771935,2011,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",49151.0
CVG,Cincinnati/Northern Kentucky International,OH,513.300218570934,678.779738168196,2014,CVG,75,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",51128.0
CLE,Cleveland-Hopkins International,OH,316.178271099299,387.164613207044,2019,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",55549.0
CLE,Cleveland-Hopkins International,OH,453.094980760697,608.885122819206,2013,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",48056.0
CLE,Cleveland-Hopkins International,OH,444.703897499717,588.069095212201,2014,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",49477.0
CLE,Cleveland-Hopkins International,OH,380.980278388106,546.96241108831,2010,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",46579.0
CLE,Cleveland-Hopkins International,OH,256.606007852434,310.388656829921,2020,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",58341.0
CLE,Cleveland-Hopkins International,OH,371.317567234553,539.906375114921,2008,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",49471.0
CLE,Cleveland-Hopkins International,OH,422.551711377231,588.080548697582,2011,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",48030.0
CLE,Cleveland-Hopkins International,OH,336.785614360284,439.29003768293,2016,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",51961.0
CLE,Cleveland-Hopkins International,OH,319.800547497291,398.696757345558,2018,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",54282.0
CLE,Cleveland-Hopkins International,OH,336.669243266057,491.273424257347,2009,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",45642.0
CLE,Cleveland-Hopkins International,OH,343.094557058814,367.011806526187,2022,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",58400.0
CLE,Cleveland-Hopkins International,OH,277.687334834345,320.8169409829,2021,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",60465.0
CLE,Cleveland-Hopkins International,OH,360.957012410778,476.758032028371,2015,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",51302.0
CLE,Cleveland-Hopkins International,OH,317.222393945202,405.142552905948,2017,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",52983.0
CLE,Cleveland-Hopkins International,OH,451.906072094151,616.183169656455,2012,CLE,81,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",49053.0
COS,City of Colorado Springs Municipal,CO,406.819038373687,530.638908187241,2016,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",46023.0
COS,City of Colorado Springs Municipal,CO,333.026501312201,402.826298948175,2020,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",53094.0
COS,City of Colorado Springs Municipal,CO,385.053611712168,552.810378404418,2010,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",42813.0
COS,City of Colorado Springs Municipal,CO,375.827959723352,402.027066892447,2022,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",54610.0
COS,City of Colorado Springs Municipal,CO,402.78329848462,585.658449346391,2008,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",43462.0
COS,City of Colorado Springs Municipal,CO,390.105337901808,531.91660491377,2012,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",42689.0
COS,City of Colorado Springs Municipal,CO,312.127238821263,360.605952791519,2021,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",56996.0
COS,City of Colorado Springs Municipal,CO,456.029102817598,603.045359827428,2014,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",43752.0
COS,City of Colorado Springs Municipal,CO,352.212027923514,439.104293379603,2018,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",48312.0
COS,City of Colorado Springs Municipal,CO,350.695489584289,447.892925136061,2017,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",45536.0
COS,City of Colorado Springs Municipal,CO,433.445117152025,582.478938410234,2013,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",42321.0
COS,City of Colorado Springs Municipal,CO,465.166476854023,614.399627782029,2015,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",45719.0
COS,City of Colorado Springs Municipal,CO,359.819109797333,525.054098997906,2009,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",41958.0
COS,City of Colorado Springs Municipal,CO,427.6666271881,595.199162622476,2011,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",42476.0
COS,City of Colorado Springs Municipal,CO,383.224866110772,469.264084920311,2019,COS,13,"Colorado Springs, CO (Metropolitan Statistical Area)",48876.0
CAE,Columbia Metropolitan,SC,506.370159551531,690.446066559824,2012,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",41771.0
CAE,Columbia Metropolitan,SC,460.848060312843,564.314746860649,2019,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",49732.0
CAE,Columbia Metropolitan,SC,493.94467049625,653.184280814187,2014,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",43045.0
CAE,Columbia Metropolitan,SC,480.738706881609,599.339072631881,2018,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",47578.0
CAE,Columbia Metropolitan,SC,390.787218169761,451.483176152884,2021,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",53075.0
CAE,Columbia Metropolitan,SC,454.62766791892,663.400342169534,2009,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",42034.0
CAE,Columbia Metropolitan,SC,516.217707744488,552.203436580995,2022,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",50367.0
CAE,Columbia Metropolitan,SC,365.910450575002,442.602471487415,2020,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",52855.0
CAE,Columbia Metropolitan,SC,486.866441475634,621.804503050773,2017,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",46877.0
CAE,Columbia Metropolitan,SC,513.455514011177,746.579019724728,2008,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",42714.0
CAE,Columbia Metropolitan,SC,494.092205162814,663.978648625694,2013,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",41641.0
CAE,Columbia Metropolitan,SC,449.93727066224,594.284638673337,2015,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",44890.0
CAE,Columbia Metropolitan,SC,500.924068767908,697.15420216076,2011,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",40895.0
CAE,Columbia Metropolitan,SC,431.681445420982,563.068463557177,2016,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",45370.0
CAE,Columbia Metropolitan,SC,488.413891744514,701.201755030121,2010,CAE,17,"Columbia, SC (Metropolitan Statistical Area)",40901.0
CMH,John Glenn Columbus International,OH,370.680870729925,505.430946742829,2012,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",48369.0
CMH,John Glenn Columbus International,OH,314.972033523955,363.892592907051,2021,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",58825.0
CMH,John Glenn Columbus International,OH,300.077971658435,362.972010463883,2020,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",56774.0
CMH,John Glenn Columbus International,OH,346.539235816632,482.291228403878,2011,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",47404.0
CMH,John Glenn Columbus International,OH,399.999805873408,528.326403707353,2015,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",51134.0
CMH,John Glenn Columbus International,OH,368.890221383798,481.166036620545,2016,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",51481.0
CMH,John Glenn Columbus International,OH,324.733414643787,472.171683351217,2008,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",44806.0
CMH,John Glenn Columbus International,OH,357.787295761307,446.05500445767,2018,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",52212.0
CMH,John Glenn Columbus International,OH,413.320785126994,546.568585318465,2014,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",48906.0
CMH,John Glenn Columbus International,OH,391.702813107535,419.008562223684,2022,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",56260.0
CMH,John Glenn Columbus International,OH,359.403008193574,440.093894399885,2019,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",52735.0
CMH,John Glenn Columbus International,OH,366.219608962604,467.719650728561,2017,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",52598.0
CMH,John Glenn Columbus International,OH,282.681716554116,412.493916935378,2009,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",44155.0
CMH,John Glenn Columbus International,OH,395.068174716156,530.906640546198,2013,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",47991.0
CMH,John Glenn Columbus International,OH,309.50281136488,444.344270677163,2010,CMH,63,"Columbus, OH (Metropolitan Statistical Area)",44617.0
CRP,Corpus Christi International,TX,473.722625195845,580.079827477372,2019,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",47569.0
CRP,Corpus Christi International,TX,437.681911780644,578.783337179439,2014,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",46854.0
CRP,Corpus Christi International,TX,443.66846361186,586.004693943787,2015,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",45870.0
CRP,Corpus Christi International,TX,445.808456659619,569.367042445747,2017,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",44440.0
CRP,Corpus Christi International,TX,445.086352244247,554.891124381353,2018,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",46000.0
CRP,Corpus Christi International,TX,441.378188367904,575.716517372202,2016,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",42772.0
CRP,Corpus Christi International,TX,448.503558933526,602.715007143994,2013,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",45565.0
CRP,Corpus Christi International,TX,477.021423194951,510.274764424374,2022,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",50681.0
CRP,Corpus Christi International,TX,388.460605360444,557.701701042713,2010,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",42602.0
CRP,Corpus Christi International,TX,357.757232704403,432.740401753053,2020,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",49103.0
CRP,Corpus Christi International,TX,437.349267820404,608.674844917852,2011,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",45101.0
CRP,Corpus Christi International,TX,373.443130883012,542.997005523449,2008,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",42824.0
CRP,Corpus Christi International,TX,359.86971685287,525.127945664813,2009,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",41867.0
CRP,Corpus Christi International,TX,463.899591685226,632.536578856555,2012,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",45554.0
CRP,Corpus Christi International,TX,398.890186319551,460.844674242987,2021,CRP,5,"Corpus Christi, TX (Metropolitan Statistical Area)",52158.0
DAL,Dallas Love Field,TX,277.646499409441,362.151279590076,2016,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",53617.0
DAL,Dallas Love Field,TX,281.104814592765,371.28791958869,2015,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",52888.0
DAL,Dallas Love Field,TX,278.060275376721,386.986574451617,2011,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",49170.0
DFW,Dallas/Fort Worth International,TX,415.66462303659,558.584879100447,2013,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",49315.0
DAL,Dallas Love Field,TX,303.320516494207,378.151029787229,2018,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",55595.0
DFW,Dallas/Fort Worth International,TX,430.709892262815,587.281745047227,2012,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",49483.0
DFW,Dallas/Fort Worth International,TX,417.414256264527,580.930566008503,2011,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",49170.0
DAL,Dallas Love Field,TX,254.550946721135,365.451461562454,2010,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",45511.0
DFW,Dallas/Fort Worth International,TX,402.983567373239,578.551899253157,2010,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",45511.0
DAL,Dallas Love Field,TX,319.685165795314,391.458853680369,2019,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",55706.0
DFW,Dallas/Fort Worth International,TX,383.248121566729,506.200500154816,2015,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",52888.0
DFW,Dallas/Fort Worth International,TX,362.788277068066,463.337303863537,2017,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",54477.0
DFW,Dallas/Fort Worth International,TX,348.993119199825,455.21303151734,2016,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",53617.0
DFW,Dallas/Fort Worth International,TX,383.430862448992,478.024952492987,2018,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",55595.0
DAL,Dallas Love Field,TX,297.803715465392,393.810718748369,2014,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",51666.0
DAL,Dallas Love Field,TX,329.4654475027,352.432606662415,2022,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",58823.0
DAL,Dallas Love Field,TX,261.869520839771,302.542349158958,2021,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",60085.0
DFW,Dallas/Fort Worth International,TX,425.2431966113,562.334585512623,2014,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",51666.0
DFW,Dallas/Fort Worth International,TX,402.571603791661,492.95442956353,2019,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",55706.0
DFW,Dallas/Fort Worth International,TX,319.663947841655,369.313241996634,2021,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",60085.0
DAL,Dallas Love Field,TX,229.200275867305,334.452898856212,2009,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",44658.0
DAL,Dallas Love Field,TX,291.827550482669,392.168224020816,2013,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",49315.0
DFW,Dallas/Fort Worth International,TX,365.369928822026,533.153947511655,2009,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",44658.0
DFW,Dallas/Fort Worth International,TX,406.155724511875,590.562053356509,2008,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48817.0
DAL,Dallas Love Field,TX,289.196572140211,369.349200324028,2017,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",54477.0
DAL,Dallas Love Field,TX,226.794038599727,329.765026174226,2008,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48817.0
DAL,Dallas Love Field,TX,282.952200453184,385.811110987211,2012,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",49483.0
DFW,Dallas/Fort Worth International,TX,323.756030779937,391.612808972735,2020,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",56531.0
DFW,Dallas/Fort Worth International,TX,420.356291541491,449.659485320382,2022,DFW,469,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",58823.0
DAL,Dallas Love Field,TX,259.472151273668,313.855521905468,2020,DAL,39,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",56531.0
DAY,James M Cox/Dayton International,OH,343.928393874727,500.081732784556,2008,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",42248.0
DAY,James M Cox/Dayton International,OH,416.273922163369,550.473765000458,2014,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",45330.0
DAY,James M Cox/Dayton International,OH,482.243734704625,515.8611252161,2022,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",53374.0
DAY,James M Cox/Dayton International,OH,356.520178952991,496.182069117832,2011,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",44490.0
DAY,James M Cox/Dayton International,OH,296.134755415103,432.124817589649,2009,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",42241.0
DAY,James M Cox/Dayton International,OH,427.040220612447,564.041833725219,2015,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",47395.0
DAY,James M Cox/Dayton International,OH,437.920912531269,536.240141126576,2019,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",50731.0
DAY,James M Cox/Dayton International,OH,365.113368983957,421.821737816277,2021,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",55680.0
DAY,James M Cox/Dayton International,OH,322.140463192072,462.487783362755,2010,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",42673.0
DAY,James M Cox/Dayton International,OH,373.918257551844,502.484630907982,2013,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",44165.0
DAY,James M Cox/Dayton International,OH,353.167764189401,427.189015876095,2020,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",54555.0
DAY,James M Cox/Dayton International,OH,398.519355963729,508.971473449855,2017,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",49491.0
DAY,James M Cox/Dayton International,OH,368.536416448921,502.506939481918,2012,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",44614.0
DAY,James M Cox/Dayton International,OH,420.628007551809,524.398797850869,2018,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",49672.0
DAY,James M Cox/Dayton International,OH,409.596641101144,534.261904998225,2016,DAY,32,"Dayton-Kettering, OH (Metropolitan Statistical Area)",47796.0
DAB,Daytona Beach International,FL,322.723534239081,463.324881668886,2010,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",38772.0
DAB,Daytona Beach International,FL,393.418831168831,520.250569841348,2014,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",39336.0
DAB,Daytona Beach International,FL,341.066169919819,474.674164009167,2011,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",38202.0
DAB,Daytona Beach International,FL,364.163533834587,420.724376976104,2021,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",50305.0
DAB,Daytona Beach International,FL,372.445834247678,500.505936191713,2013,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",38502.0
DAB,Daytona Beach International,FL,342.497281577949,414.282082039221,2020,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",48664.0
DAB,Daytona Beach International,FL,490.396829992039,524.582575815216,2022,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",47896.0
DAB,Daytona Beach International,FL,351.154906611325,478.806895409678,2012,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",38836.0
DAB,Daytona Beach International,FL,388.651238637152,513.337027144856,2015,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",40404.0
DAB,Daytona Beach International,FL,379.36525198939,472.956337946956,2018,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",44127.0
DAB,Daytona Beach International,FL,368.643791033051,470.815709933319,2017,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",42636.0
DAB,Daytona Beach International,FL,413.849796246341,506.76473032901,2019,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",47136.0
DAB,Daytona Beach International,FL,344.001693684975,501.973059277622,2009,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",37401.0
DAB,Daytona Beach International,FL,363.161821532608,473.694134973938,2016,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",41371.0
DAB,Daytona Beach International,FL,370.449144008056,538.643662877051,2008,DAB,5,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",38552.0
DEN,Denver International,CO,326.647057320967,431.440872075306,2015,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",54641.0
DEN,Denver International,CO,271.372089816741,313.52083009144,2021,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",66977.0
DEN,Denver International,CO,336.731634397082,445.288356325556,2014,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",54458.0
DEN,Denver International,CO,320.908580358108,437.565411101214,2012,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",50182.0
DEN,Denver International,CO,252.89305491827,305.897497469496,2020,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",62628.0
DEN,Denver International,CO,295.785960904089,424.651383600921,2010,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",47749.0
DEN,Denver International,CO,298.969167456413,381.830331197805,2017,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",56699.0
DEN,Denver International,CO,319.567298441133,444.753404501753,2011,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",49018.0
DEN,Denver International,CO,311.95453749435,406.901348181262,2016,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",53473.0
DEN,Denver International,CO,325.864927153564,473.816934940311,2008,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",49797.0
DEN,Denver International,CO,302.551259150612,377.191993253816,2018,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",60987.0
DEN,Denver International,CO,285.458554510051,416.54592560117,2009,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",47335.0
DEN,Denver International,CO,300.483904346826,367.946646671506,2019,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",62724.0
DEN,Denver International,CO,341.217229625665,365.003609897864,2022,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",68202.0
DEN,Denver International,CO,327.21145222444,439.718367528673,2013,DEN,361,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",51546.0
DSM,Des Moines International,IA,394.057979659399,521.095769257562,2014,DSM,29,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",51249.0
DSM,Des Moines International,IA,381.758150167885,467.468071207104,2019,DSM,29,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",55417.0
